PolParty,PolViews,Race,Gender,HighestDegree,Age,Children,MaritalStatus,LaborForceStatus
Independent,Moderate,White,Male,HighSchool,45,2,Divorced,FullTime
Republican,Moderate,White,Male,HighSchool,51,3,Married,FullTime
Independent,Moderate,Black,Female,HighSchool,49,0,Divorced,FullTime
Democrat,Moderate,White,Female,HighSchool,37,0,NeverMarried,FullTime
Democrat,Conservative,White,Female,HighSchool,42,2,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,49,3,Separated,FullTime
Democrat,Conservative,White,Male,Bachelor,40,2,Married,FullTime
Independent,Liberal,White,Female,HighSchool,25,2,Married,FullTime
Democrat,Moderate,White,Female,Graduate,31,1,Married,FullTime
Independent,Moderate,White,Female,HighSchool,50,2,Married,InSchool
Democrat,Moderate,White,Male,HighSchool,61,3,Married,FullTime
Democrat,Moderate,Black,Female,Bachelor,46,2,Divorced,FullTime
Democrat,Moderate,White,Female,HighSchool,73,2,Widowed,Retired
Independent,Conservative,White,Female,HighSchool,56,3,Married,Retired
Democrat,Moderate,Black,Female,SomeHS,57,5,Widowed,StayAtHome
Democrat,Conservative,White,Female,Graduate,51,3,Married,PartTime
Republican,Conservative,White,Male,Bachelor,28,0,Married,FullTime
Republican,Conservative,White,Female,HighSchool,44,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,85,3,Widowed,StayAtHome
Democrat,Liberal,White,Female,Graduate,63,2,Married,Retired
Republican,Conservative,White,Male,Bachelor,49,3,Married,FullTime
Republican,Moderate,White,Male,HighSchool,39,1,Married,StayAtHome
Democrat,Liberal,White,Female,Bachelor,54,4,Married,FullTime
Democrat,Moderate,White,Female,Bachelor,72,4,Married,StayAtHome
Independent,Moderate,White,Male,HighSchool,45,4,Married,FullTime
Republican,Moderate,White,Female,SomeHS,68,4,Married,StayAtHome
Republican,Liberal,White,Male,HighSchool,20,0,NeverMarried,PartTime
Democrat,Moderate,White,Male,HighSchool,26,0,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,56,2,Divorced,PartTime
Independent,Conservative,White,Female,HighSchool,58,2,Widowed,FullTime
Independent,Conservative,White,Female,Bachelor,53,2,Married,PartTime
Independent,Conservative,White,Female,HighSchool,66,3,Widowed,Retired
Independent,Conservative,White,Male,HighSchool,77,1,Married,Retired
Republican,Conservative,White,Female,Bachelor,23,0,NeverMarried,PartTime
Independent,Conservative,White,Female,Graduate,47,2,Married,FullTime
Democrat,Conservative,White,Female,HighSchool,47,3,Widowed,FullTime
Democrat,Moderate,White,Male,Graduate,54,0,Married,Unempl
Independent,Conservative,White,Male,Bachelor,55,3,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,34,1,Divorced,FullTime
Republican,Conservative,White,Female,Bachelor,40,3,Married,StayAtHome
Republican,Conservative,White,Female,Graduate,53,4,Married,FullTime
Democrat,Liberal,White,Female,Graduate,31,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,56,4,Married,UnemplLaidoff
Democrat,Conservative,White,Female,JrCol,38,2,Divorced,FullTime
Democrat,Conservative,White,Female,HighSchool,66,6,Widowed,PartTime
Independent,Liberal,White,Male,Bachelor,31,1,Married,FullTime
Independent,Conservative,White,Male,SomeHS,82,2,Widowed,PartTime
Democrat,Conservative,White,Female,Bachelor,36,3,Married,FullTime
Republican,Liberal,White,Female,SomeHS,85,2,Widowed,Retired
Democrat,Conservative,White,Female,HighSchool,58,0,Divorced,FullTime
Democrat,Conservative,White,Female,SomeHS,70,1,Married,StayAtHome
Republican,Moderate,White,Male,HighSchool,41,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,87,8,Widowed,Retired
Democrat,Moderate,White,Male,SomeHS,76,8,Married,Retired
Democrat,Moderate,White,Female,SomeHS,61,8,Widowed,StayAtHome
Democrat,Liberal,White,Female,HighSchool,67,4,Widowed,StayAtHome
Independent,Moderate,White,Female,HighSchool,57,5,Married,FullTime
Republican,Moderate,White,Female,HighSchool,25,2,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,49,2,Married,FullTime
Democrat,Liberal,White,Female,HighSchool,35,3,Married,FullTime
Independent,Moderate,White,Male,SomeHS,64,1,Married,Retired
Democrat,Liberal,White,Male,HighSchool,37,0,Married,FullTime
Independent,Liberal,White,Male,Graduate,44,1,Married,FullTime
Republican,Conservative,White,Female,Bachelor,56,4,Married,FullTime
Republican,Conservative,White,Male,Bachelor,40,4,Married,FullTime
Independent,Conservative,White,Female,Bachelor,33,0,Married,PartTime
Republican,Conservative,White,Female,Bachelor,33,1,Married,StayAtHome
Republican,Moderate,White,Male,HighSchool,59,3,Married,FullTime
Republican,Conservative,White,Female,Bachelor,47,2,Married,Retired
Republican,Conservative,White,Male,Bachelor,40,1,Married,FullTime
Democrat,Liberal,White,Female,Graduate,52,2,Married,FullTime
Republican,Conservative,White,Male,Bachelor,40,2,Married,FullTime
Independent,Liberal,White,Male,Bachelor,55,2,Divorced,FullTime
Independent,Moderate,White,Female,HighSchool,69,3,Widowed,StayAtHome
Independent,Moderate,White,Female,HighSchool,75,3,Married,Retired
Republican,Conservative,White,Male,Bachelor,23,0,Married,FullTime
Republican,Liberal,White,Female,JrCol,23,0,Married,PartTime
Independent,Conservative,White,Female,HighSchool,25,0,NeverMarried,PartTime
Democrat,Moderate,White,Female,JrCol,75,4,Divorced,PartTime
Independent,Moderate,Other,Female,HighSchool,57,0,Divorced,FullTime
Democrat,Liberal,White,Male,Bachelor,28,0,NeverMarried,FullTime
Independent,Conservative,White,Female,HighSchool,20,0,NeverMarried,PartTime
Independent,Liberal,Other,Male,Bachelor,27,0,Married,PartTime
Independent,Liberal,White,Female,JrCol,37,0,Divorced,FullTime
Republican,Liberal,White,Male,Graduate,32,0,NeverMarried,UnemplLaidoff
Democrat,Moderate,White,Female,HighSchool,56,3,Married,StayAtHome
Republican,Conservative,White,Female,HighSchool,56,3,Married,StayAtHome
Independent,Moderate,White,Female,HighSchool,87,3,Widowed,Retired
Republican,Moderate,White,Male,HighSchool,60,3,Divorced,Unempl
Independent,Moderate,White,Female,HighSchool,87,0,NeverMarried,Retired
Republican,Conservative,White,Female,Bachelor,40,3,Separated,FullTime
Independent,Liberal,White,Male,Graduate,60,3,Divorced,FullTime
Republican,Conservative,White,Male,Bachelor,34,1,Married,FullTime
Independent,Liberal,White,Male,JrCol,38,0,Married,FullTime
Independent,Conservative,White,Male,HighSchool,54,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,33,1,Married,UnemplLaidoff
Independent,Conservative,White,Male,HighSchool,32,0,NeverMarried,PartTime
Independent,Moderate,White,Male,HighSchool,36,3,Married,FullTime
Democrat,Conservative,White,Female,Bachelor,25,0,NeverMarried,FullTime
Republican,Conservative,White,Female,JrCol,27,1,Married,StayAtHome
Independent,Conservative,White,Male,SomeHS,70,0,NeverMarried,Retired
Republican,Moderate,White,Female,Bachelor,51,4,Married,FullTime
Independent,Liberal,White,Male,HighSchool,26,0,NeverMarried,PartTime
Democrat,Liberal,White,Male,HighSchool,29,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,46,4,Divorced,FullTime
Independent,Conservative,White,Male,HighSchool,34,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,72,1,Married,Retired
Republican,Conservative,White,Female,SomeHS,71,6,Divorced,StayAtHome
Democrat,Moderate,White,Female,SomeHS,81,3,Widowed,StayAtHome
Democrat,Moderate,White,Male,SomeHS,80,5,Widowed,Retired
Democrat,Conservative,White,Male,SomeHS,72,0,Widowed,Retired
Independent,Moderate,White,Female,SomeHS,81,3,Widowed,StayAtHome
Independent,Moderate,White,Female,Bachelor,61,3,Married,Retired
Democrat,Liberal,White,Female,HighSchool,20,1,NeverMarried,FullTime
Republican,Conservative,White,Male,HighSchool,21,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,HighSchool,73,5,Widowed,Retired
Democrat,Moderate,White,Female,SomeHS,72,2,Married,StayAtHome
Republican,Conservative,White,Male,HighSchool,22,0,NeverMarried,PartTime
Independent,Liberal,White,Male,HighSchool,47,5,Married,FullTime
Independent,Conservative,White,Female,HighSchool,69,1,Widowed,Retired
Independent,Conservative,White,Female,JrCol,46,3,Divorced,FullTime
Independent,Moderate,White,Male,HighSchool,24,0,NeverMarried,FullTime
Democrat,Moderate,Black,Male,HighSchool,68,0,Married,Retired
Independent,Moderate,White,Female,SomeHS,36,1,Separated,FullTime
Independent,Moderate,White,Male,SomeHS,39,5,Married,FullTime
Independent,Liberal,White,Male,HighSchool,27,0,NeverMarried,FullTime
Republican,Moderate,White,Male,HighSchool,28,3,Married,FullTime
Independent,Conservative,White,Female,SomeHS,32,0,NeverMarried,FullTime
Republican,Moderate,White,Female,HighSchool,22,0,NeverMarried,FullTime
Independent,Moderate,White,Female,Bachelor,87,4,Widowed,StayAtHome
Republican,Conservative,White,Female,Bachelor,52,4,Divorced,FullTime
Republican,Moderate,White,Female,HighSchool,73,2,Married,Retired
Republican,Conservative,White,Male,Bachelor,41,2,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,30,0,Married,FullTime
Republican,Conservative,White,Female,HighSchool,70,3,Married,Retired
Democrat,Liberal,White,Female,Bachelor,72,3,Married,StayAtHome
Republican,Conservative,White,Female,Bachelor,83,5,Widowed,Retired
Republican,Moderate,White,Female,HighSchool,34,1,Widowed,PartTime
Independent,Conservative,White,Male,Graduate,39,2,Married,FullTime
Republican,Conservative,White,Female,Graduate,58,2,Married,Retired
Independent,Liberal,White,Male,HighSchool,45,4,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,72,5,Widowed,FullTime
Republican,Conservative,White,Female,HighSchool,61,6,Married,FullTime
Independent,Moderate,White,Female,Graduate,54,1,Married,Retired
Democrat,Liberal,White,Female,HighSchool,65,3,Widowed,PartTime
Republican,Conservative,White,Male,Graduate,39,1,Married,FullTime
Democrat,Moderate,White,Male,Bachelor,73,2,Married,Retired
Independent,Moderate,White,Female,HighSchool,70,4,Widowed,FullTime
Democrat,Liberal,White,Male,Bachelor,79,4,Widowed,Retired
Republican,Conservative,White,Male,SomeHS,74,2,Married,Retired
Republican,Moderate,White,Female,Graduate,38,2,Married,StayAtHome
Democrat,Liberal,White,Male,Graduate,79,4,Widowed,Retired
Independent,Conservative,White,Male,Bachelor,56,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,71,2,Married,Retired
Republican,Conservative,White,Male,HighSchool,84,2,Married,Retired
Democrat,Liberal,White,Female,HighSchool,57,5,Divorced,FullTime
Independent,Moderate,White,Female,HighSchool,73,5,Widowed,Retired
Republican,Conservative,White,Male,Graduate,43,2,Married,FullTime
Independent,Moderate,White,Female,Bachelor,53,2,Married,PartTime
Democrat,Moderate,White,Female,HighSchool,87,4,Widowed,Retired
Republican,Conservative,White,Female,Bachelor,39,2,Married,PartTime
Democrat,Liberal,White,Male,HighSchool,25,0,NeverMarried,FullTime
Republican,Moderate,White,Female,HighSchool,78,5,Married,Retired
Democrat,Moderate,Black,Female,HighSchool,75,1,Widowed,Retired
Independent,Moderate,White,Male,HighSchool,53,2,Divorced,FullTime
Independent,Moderate,Black,Female,HighSchool,32,3,NeverMarried,FullTime
Independent,Conservative,White,Female,SomeHS,47,1,Married,FullTime
Independent,Liberal,Black,Male,HighSchool,26,2,NeverMarried,FullTime
Independent,Liberal,White,Female,HighSchool,22,0,NeverMarried,FullTime
Republican,Liberal,White,Female,Bachelor,37,1,Married,PartTime
Independent,Liberal,White,Female,JrCol,37,3,Divorced,InSchool
Independent,Liberal,White,Female,HighSchool,25,1,NeverMarried,InSchool
Independent,Moderate,White,Female,SomeHS,20,2,NeverMarried,InSchool
Democrat,Moderate,White,Female,SomeHS,69,6,Divorced,PartTime
Independent,Conservative,White,Female,SomeHS,80,2,Widowed,Retired
Independent,Liberal,White,Female,HighSchool,86,1,Widowed,Retired
Independent,Moderate,White,Female,SomeHS,82,2,Widowed,Retired
Democrat,Conservative,White,Female,SomeHS,73,4,Married,Retired
Independent,Moderate,White,Female,HighSchool,74,6,Widowed,Retired
Democrat,Moderate,White,Male,SomeHS,54,2,Married,Retired
Republican,Conservative,White,Male,SomeHS,61,6,Married,Retired
Independent,Moderate,White,Female,Graduate,51,4,Married,FullTime
Independent,Moderate,White,Male,Graduate,45,2,Married,FullTime
Republican,Conservative,White,Female,Bachelor,43,3,Married,FullTime
Republican,Conservative,White,Male,Bachelor,52,3,Divorced,FullTime
Republican,Moderate,White,Female,SomeHS,67,3,Married,PartTime
Republican,Conservative,White,Female,HighSchool,49,1,Married,FullTime
Republican,Liberal,White,Female,HighSchool,19,0,NeverMarried,PartTime
Independent,Liberal,White,Female,HighSchool,51,1,Married,FullTime
Independent,Moderate,White,Male,HighSchool,62,3,Married,FullTime
Independent,Conservative,White,Female,Graduate,35,2,Divorced,FullTime
Democrat,Conservative,Black,Male,SomeHS,75,0,Divorced,Retired
Democrat,Moderate,White,Male,SomeHS,19,0,NeverMarried,InSchool
Republican,Conservative,White,Male,JrCol,34,1,Married,FullTime
Independent,Conservative,Other,Male,HighSchool,33,1,Divorced,FullTime
Republican,Moderate,White,Female,HighSchool,75,1,Widowed,Retired
Republican,Conservative,White,Female,Bachelor,30,2,Married,StayAtHome
Independent,Conservative,White,Female,HighSchool,53,2,Married,FullTime
Democrat,Liberal,Black,Male,HighSchool,23,1,NeverMarried,FullTime
Independent,Conservative,White,Male,HighSchool,47,1,Married,FullTime
Democrat,Conservative,Black,Female,HighSchool,19,0,NeverMarried,FullTime
Republican,Moderate,White,Female,SomeHS,76,0,Widowed,Retired
Republican,Conservative,White,Female,HighSchool,67,3,Married,PartTime
Independent,Moderate,White,Female,HighSchool,42,2,Married,FullTime
Independent,Moderate,Other,Female,HighSchool,28,2,Divorced,InSchool
Independent,Conservative,Black,Female,HighSchool,36,1,NeverMarried,StayAtHome
Democrat,Conservative,Black,Male,HighSchool,29,2,NeverMarried,FullTime
Democrat,Moderate,Black,Female,SomeHS,19,2,NeverMarried,PartTime
Democrat,Conservative,Black,Female,SomeHS,24,1,Separated,StayAtHome
Republican,Liberal,Black,Female,HighSchool,28,3,NeverMarried,FullTime
Republican,Moderate,White,Male,HighSchool,47,2,Divorced,FullTime
Independent,Liberal,White,Male,SomeHS,40,0,Married,PartTime
Democrat,Conservative,White,Male,Bachelor,48,3,Divorced,FullTime
Democrat,Moderate,White,Female,SomeHS,71,4,Married,PartTime
Republican,Conservative,White,Male,HighSchool,42,2,Divorced,FullTime
Independent,Conservative,White,Male,HighSchool,30,2,Married,FullTime
Republican,Conservative,White,Male,HighSchool,55,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,33,1,Divorced,FullTime
Independent,Moderate,Black,Male,HighSchool,35,2,NeverMarried,FullTime
Independent,Conservative,Black,Male,HighSchool,31,1,Married,FullTime
Republican,Liberal,White,Male,SomeHS,50,3,Divorced,FullTime
Republican,Conservative,White,Male,HighSchool,28,0,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,66,3,Divorced,FullTime
Independent,Liberal,White,Female,HighSchool,80,1,Divorced,Retired
Republican,Conservative,White,Male,Bachelor,45,0,Divorced,UnemplLaidoff
Democrat,Liberal,White,Female,HighSchool,39,1,Married,FullTime
Independent,Moderate,White,Female,HighSchool,73,3,Married,StayAtHome
Republican,Conservative,White,Male,HighSchool,35,2,Married,FullTime
Independent,Liberal,White,Female,SomeHS,62,6,Widowed,FullTime
Independent,Moderate,White,Female,SomeHS,41,1,Married,FullTime
Democrat,Liberal,White,Female,HighSchool,60,2,Widowed,FullTime
Independent,Liberal,White,Male,HighSchool,51,4,Separated,FullTime
Republican,Liberal,White,Female,SomeHS,71,6,Married,StayAtHome
Independent,Liberal,White,Female,Bachelor,46,2,Married,PartTime
Independent,Conservative,Other,Female,SomeHS,19,0,NeverMarried,StayAtHome
Independent,Moderate,Other,Male,HighSchool,43,4,Divorced,PartTime
Republican,Conservative,White,Female,HighSchool,28,1,Married,FullTime
Independent,Moderate,White,Male,HighSchool,33,0,NeverMarried,FullTime
Independent,Moderate,Other,Female,Bachelor,26,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Bachelor,34,1,Married,FullTime
Independent,Conservative,White,Female,Bachelor,38,0,Divorced,FullTime
Independent,Liberal,White,Male,HighSchool,21,2,Married,FullTime
Independent,Conservative,White,Female,Bachelor,61,4,Divorced,Retired
Republican,Moderate,White,Male,HighSchool,30,0,NeverMarried,FullTime
Independent,Liberal,White,Female,HighSchool,37,0,NeverMarried,FullTime
Republican,Liberal,White,Female,HighSchool,37,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,79,2,Married,Retired
Republican,Conservative,White,Female,HighSchool,32,2,Divorced,InSchool
Republican,Conservative,White,Female,HighSchool,34,1,NeverMarried,FullTime
Independent,Moderate,White,Male,Graduate,30,0,Married,FullTime
Independent,Moderate,White,Female,HighSchool,19,0,NeverMarried,PartTime
Independent,Liberal,White,Female,JrCol,46,2,Married,FullTime
Independent,Moderate,White,Female,Graduate,48,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,Graduate,31,0,NeverMarried,FullTime
Republican,Conservative,White,Female,HighSchool,67,5,Divorced,Retired
Independent,Liberal,White,Female,HighSchool,27,0,Married,FullTime
Independent,Conservative,White,Male,HighSchool,44,1,Divorced,FullTime
Democrat,Liberal,White,Female,Graduate,51,1,Married,FullTime
Independent,Liberal,White,Female,HighSchool,30,1,Divorced,FullTime
Independent,Liberal,White,Female,Graduate,45,1,Divorced,FullTime
Republican,Conservative,White,Male,JrCol,32,0,NeverMarried,FullTime
Independent,Liberal,Other,Female,Graduate,67,2,Divorced,Retired
Independent,Conservative,White,Female,Bachelor,63,3,Divorced,Retired
Republican,Moderate,White,Male,HighSchool,69,6,Married,FullTime
Democrat,Liberal,White,Female,Graduate,31,0,Married,FullTime
Independent,Moderate,White,Male,Bachelor,36,0,NeverMarried,FullTime
Independent,Conservative,Other,Female,HighSchool,20,0,NeverMarried,InSchool
Independent,Liberal,White,Male,HighSchool,39,2,Married,FullTime
Democrat,Moderate,White,Female,Bachelor,36,2,Married,StayAtHome
Independent,Liberal,Other,Male,HighSchool,22,0,NeverMarried,PartTime
Independent,Conservative,White,Female,Bachelor,31,2,Married,StayAtHome
Democrat,Liberal,White,Female,HighSchool,35,3,Married,StayAtHome
Democrat,Conservative,White,Male,HighSchool,47,2,Married,FullTime
